name,symbol,category,chains,tvl,change_1h,change_1d,change_7d,mcap,url,description
Binance CEX,-,CEX,"Ethereum, Bitcoin, Binance, Ripple, Tron, Doge, Solana, Avalanche, Arbitrum, Base, Litecoin, TON, Hedera, Near, Polygon, Aptos, Optimism, Chiliz, Stellar, Plasma, Op_Bnb, Sonic, Algorand, Celo, zkSync Era, Ronin, Manta, Starknet, Scroll, Polkadot, Sui, Fantom",151243042608.7197,-0.02744578248520213,-5.319958598419447,-9.005072286008428,106566572657.55461,https://www.binance.com,Binance is a cryptocurrency exchange which is the largest exchange in the world in terms of daily trading volume of cryptocurrencies
Aave V3,AAVE,Lending,"Ethereum, Plasma, Arbitrum, Base, Avalanche, Binance, Polygon, Linea, Optimism, xDai, Sonic, Celo, Scroll, zkSync Era, Soneium, Metis, Fantom, Harmony",29498182019.15284,-0.04835033996563709,-6.3966948983836005,-11.60224218035195,,https://aave.com,"Earn interest, borrow assets, and build applications"
Lido,LDO,Liquid Staking,"Ethereum, Solana, Moonbeam, Moonriver, Terra",23450507224.647465,-0.11866232275868072,-9.57135975598932,-14.87885488950323,359078904.06334716,https://lido.fi/,"Liquid staking for Ethereum and Polygon. Daily staking rewards, no lock ups."
OKX,-,CEX,"Ethereum, Bitcoin, Solana, Tron, Doge, Litecoin, Ripple, Aptos, Arbitrum, Optimism, TON, Linea, Base, zkSync Era, Starknet, Scroll, Avalanche, Polygon, Polkadot",20130492482.07789,-0.15574759127517268,-4.431582054137365,-9.108586278610588,1927081414.7904408,https://www.okx.com,"OKX, formerly known as OKEx, is a Seychelles-based cryptocurrency exchange and derivatives exchange that provides a platform for trading various instruments such as spot and derivative"
Bitfinex,-,CEX,"Bitcoin, Ethereum, Tron, Solana, Avalanche, Polygon, Litecoin, Tezos, Near, Cosmos, Algorand, EOS, Aptos, Elrond, Cardano, EthereumClassic, Fantom, Zilliqa, Polkadot, Doge",18490027762.880424,0.2325129086846971,-6.865062640700941,-9.220656580813511,,https://www.bitfinex.com,"Bitfinex facilitates a graphical trading experience with advanced charting functionality that allows traders to visualise orders, positions and price alerts"
Bybit,-,CEX,"Ethereum, Bitcoin, Tron, Solana, Mantle, Ripple, Binance, Avalanche, Aptos, Doge, Hyperliquid L1, Arbitrum, Polygon, Litecoin, Optimism, Base, Klaytn, Linea, Kava, zkSync Era, TON, Cardano, Cosmos, dYdX, Sonic, Plasma, Arbitrum Nova, Celo, EOS, Manta, Starknet, Scroll, Taiko, Fantom, Polkadot",16709816133.79137,-0.0049361778513628,-4.197807433484314,-9.756734139910776,,https://www.bybit.com,"Crypto trading experience elevated. Buy, sell, trade BTC, altcoins & NFTs. Get access to the spot and futures market or stake your coins securely."
Robinhood,-,CEX,"Bitcoin, Ethereum, Avalanche, Polygon",14357647439.392456,0.026553687745916932,-7.013819526057418,-12.580347120306683,,https://robinhood.com,Democratizing finance for all. Crypto trading: Robinhood Crypto.
EigenCloud,EIGEN,Restaking,Ethereum,11088961635.571617,-0.11029966714039574,-9.432801092133644,-15.624467744793463,154796881.47202098,https://www.eigencloud.xyz,"EigenCloud is a protocol built on Ethereum that introduces restaking, a new primitive in cryptoeconomic security. This primitive enables the reuse of ETH on the consensus layer"
WBTC,-,Bridge,Bitcoin,9746153394.400587,0.00663671935194543,-6.361441925191741,-11.36058771138704,,https://wbtc.network/,Wrapped Bitcoin (WBTC) is the first ERC20 token backed 1:1 with Bitcoin.Completely transparent. 100% verifiable. Community led.
Binance staked ETH,-,Liquid Staking,"Ethereum, Binance",8960946897.300425,0.2321397975499906,-9.122554908968937,-17.190374198455828,,https://www.binance.com/en/wbeth,A token created by depositing BETH into the BETH wrapper. Each WBETH represents 1 BETH (1:1 to staked ETH) plus all of its accrued ETH2.0 staking rewards
ether.fi Stake,ETHFI,Liquid Restaking,"Ethereum, Arbitrum, Base",7160441698.664826,-0.1596066083498897,-9.55649478467113,-16.728770644292965,,https://www.ether.fi/app/weeth,Decentralized and non-custodial Ethereum staking protocol.
Ethena USDe,ENA,Basis Trading,Ethereum,6538813219.748193,0.12244899637383355,-0.5148968429307388,-0.41798240638361506,,https://www.app.ethena.fi/join/3y20d,Ethena is a synthetic dollar protocol built on Ethereum
Bitget,-,CEX,"Bitcoin, Ethereum, Binance, Tron, Solana, Ripple, Arbitrum, Polygon, Cardano, Avalanche, TON, Base, Optimism, Cronos, Starknet, Sui, Sonic, Metis, Klaytn, zkSync Era, Fantom, Kava, Hyperliquid L1",6480948759.352982,0.21008730162141376,-6.452939046510565,-12.61643298262382,,https://www.bitget.com,Bitget is the leading crypto exchange platform for crypto derivatives trading.
Morpho V1,MORPHO,Lending,"Ethereum, Base, Hyperliquid L1, Katana, Arbitrum, Monad, Optimism, World Chain, Polygon, Unichain, Plume Mainnet, Sei, Etherlink, Soneium, Lisk, Hemi, TAC, Corn, Abstract, Scroll, Stable, Fraxtal, Sonic, Botanix, Binance, Ink, xDai, Bitlayer, Zircuit, Mode, Linea",6310876710.02573,0.11500109225019628,-5.1351374046451355,-5.754077791914327,,https://app.morpho.org,Morpho Blue is a trustless and efficient lending primitive with permissionless market creation
Gemini,-,CEX,"Bitcoin, Ethereum",6219138775.810371,0.016973596297191307,-7.348390817338441,-15.958662868386895,,https://www.gemini.com,"We build crypto products that are simple, elegant, and secure. Whether you are an individual or an institution, we want to help you buy, sell, and store your bitcoin and cryptocurrency."
Coinbase Bridge,-,Bridge,"Bitcoin, Ripple, Doge, Cardano, Litecoin",5770433058.144259,0.3883209627732356,-6.367309367049529,-11.702093166308316,,https://www.coinbase.com/,Wrapped tokens backed 1:1 by assets held by Coinbase.
HTX,-,CEX,"Tron, Ethereum, Bitcoin, Ripple, Doge, Solana, Binance, Cardano, Litecoin, TON, Avalanche, Arbitrum, Optimism, Sui, Polygon, CORE, EOS, Starknet, Algorand",5744327886.050761,0.0852582209778916,-1.8284951412499737,-4.523639053387001,,https://www.htx.com/,Huobi Global is a world-leading cryptocurrency trading exchange.
Sky Lending,SKY,CDP,Ethereum,5372313344.843176,-0.043771463965612156,-3.0404219183769214,-11.167541001891763,,https://sky.money/,"The USDS stablecoin powers the open Sky ecosystem. It is the upgraded version of DAI, providing new ways for you to have more rewarding crypto experiences."
Binance Bitcoin,-,Bridge,Bitcoin,5365371304.442041,0.06544839799707347,-6.361441917695174,-11.360587704290694,,https://www.binance.com/en/collateral-btokens,Binance Bridge pegged BTC token
Gate,GT,CEX,"Ethereum, Bitcoin, Solana, Binance, Doge, Tron, Ripple, Base, Litecoin, Optimism, Sui, EthereumClassic, Cardano, Klaytn, Manta, Linea, Avalanche, Arbitrum, Arbitrum Nova, Aptos, zkSync Era, Cronos, XDC, Polygon, WEMIX, Flare, Sei, Ergo, Algorand, Alephium, VeChain, Mantle, Celo, Celestia, Chiliz, EOS, CORE, X Layer, Injective, Stacks, dYdX, Metis, Cosmos, Theta, Starknet, Radix, LUKSO, Harmony, Moonriver, XPLA, Shibarium, IoTeX, Moonbeam, Dymension, Bitkub, Bahamut, Vana, Etherlink, REI, Agoric, Terra, Elrond, Ronin, ZetaChain, Neutron, ThunderCore, Osmosis, Oasys, Tezos, ApeChain, Neon, Merlin, Fuse, Aura Network, Acala, Mode, Boba, Bitlayer, Umee, Op_Bnb, Blast, Matchain, BandChain, RSK, Bifrost, Meter, Zircuit, zkLink, Aurora, Taiko, Astar, Scroll, Polygon zkEVM, Fantom, ENULS, BSquared, Bittorrent, EnergyWeb, AirDAO, EOS EVM, Kardia, Kroma, Fuel, Polkadot, HAQQ, Naka, Songbird, TomoChain, OKExChain, GoChain, HPB, Tenet",5301376643.936346,-0.355972139447033,-6.4415157971377965,-12.897635340599692,1133103428.1424007,https://www.gate.com,"Established in 2013, Gate is a cryptocurrency exchange serving over 43 million global users. The platform supports spot trading, futures trading, margin trading, and wealth management products for more than 3,600 cryptocurrencies, using zero-knowledge technology to ensure transparency and verifiability of user assets. Various Gate entities have obtained or completed regulatory registrations, licences, authorizations, or approvals across various jurisdictions, such as Lithuania, Argentina, Malta, Italy, Gibraltar, Bahamas, and Hong Kong. In 2024, Gate Group also completed the acquisition of a Japan-licensed exchange. In April 2025, Gate Technology FZE ('Gate Dubai'), a part of Gate Group, obtained a full operational license from the Virtual Assets Regulatory Authority (VARA) in Dubai. In October 2025, Gate Technology Ltd., a part of Gate Group, secured the MiCA license from Malta Financial Services Authority to provide crypto asset exchange and custody services to its clients."
Babylon Protocol,BABY,Restaking,Bitcoin,4581576722.4418125,0.06544838998595992,-6.354223908488905,-15.727595213009323,51437098.89380662,https://babylonlabs.io,"Bitcoin holders can earn yields from their idle bitcoins in a secure way: no third-party trust, no bitcoin bridging to any other chain. Bitcoin holders simply lock their bitcoins in a self-custodial way to gain the rights to validate PoS chains and earn yields as a return. Powered by the fast unbonding and scalable restaking features of the protocol, bitcoin stakers can also enjoy maximal liquidity and yields."
MEXC,-,CEX,"Ethereum, Bitcoin, Solana, Ripple, Binance, Tron, Arbitrum, Aptos, Avalanche, TON, Optimism, Polygon, Klaytn, Base, Starknet",4559568844.7543745,0.012662130449413667,-1.4150328394469227,-3.4906740967263943,,https://www.mexc.com,Find your next Moonshot.
USDT0,-,Bridge,Ethereum,4382577292.849719,0.1496512659170861,0.3156814536318535,-3.638685759494905,,https://usdt0.to,USDT0 is a one stop solution for Tether’s Interoperability and Expansion.
Hyperliquid Bridge,HYPE,Bridge,"Arbitrum, Hyperliquid L1",4318133301.574851,-0.12165101103508391,-2.534659915936416,0.7660528935658988,,https://hyperfoundation.org,"Hyperliquid is a decentralized perpetual exchange with best-in-class speed, liquidity, and price."
Deribit,-,CEX,"Bitcoin, Ethereum, Solana, Ripple, Binance, EthereumPoW",4273676649.1044016,0.010973755273099073,-4.656595583541929,-8.887281507217864,,https://www.deribit.com,World's biggest Bitcoin and Ethereum Options Exchange and the most advanced crypto derivatives trading platform with up to 50x leverage on Crypto Futures.
Arbitrum Bridge,ARB,Canonical Bridge,Ethereum,3833889439.8205495,0.020595814387093014,-6.332718777784251,-10.587681835616365,,https://portal.arbitrum.io/bridge,"The Arbitrum Bridge acts as a secure channel connecting Ethereum's mainnet (Layer-1) with the Arbitrum Rollup (Layer-2). This bridge allows users to transfer assets, like ETH or ERC-20 tokens, between these layers"
Tether Gold,XAUt,RWA,"Ethereum, Plasma, Monad, Avalanche, Arbitrum, Celo, Polygon, Ink",3462731407.5446525,-0.07753550338838977,34.609813449928396,31.25642002070478,3437683758.6362615,https://gold.tether.to/,"Tether Gold (XAUt) is a token that provides you ownership of real physical gold. By putting gold on a Blockchain, we unlock a variety of characteristics that typically only crypto assets possess"
KuCoin,-,CEX,"Ethereum, Bitcoin, Solana, Ripple, Tron, Binance, Doge, Cardano, Avalanche, Near, TON, Optimism, Polygon, Arbitrum, Kucoin, Aptos, Base, EOS, Kava, Algorand, Starknet, Sui, Polkadot",3428555697.759092,0.02774434534975967,-5.455782613119581,-9.616119501422233,,https://www.kucoin.com,cex
JustLend,JST,Lending,Tron,3403217281.999787,-0.1706002863733289,-5.14566175927402,-9.16537040538121,370171617.90342075,https://justlend.just.network,JustLend is a TRON-powered coin market protocol aimed at establishing fund pools whose interest rates are determined by an algorithm based on the supply and demand of TRON assets.
SparkLend,SPK,Lending,"Ethereum, xDai",3179525542.776843,0.3053893954283069,-7.928486796045291,-4.879686461895787,,https://app.spark.fi/points/KNQ5HD,"SparkLend is a stablecoin lending market. Unlike other lending protocols where rates fluctuate based on utilization or loan size, SparkLend offers governance-defined rates that do not vary based on those factors. This is made possible by Spark’s Liquidity Layer (SLL), which supplies consistent stablecoin liquidity to the protocol"
Pendle,PENDLE,Yield,"Ethereum, Plasma, Arbitrum, Hyperliquid L1, Binance, Base, Sonic, Mantle, Berachain, Avalanche, Optimism",2907177569.6260433,-0.11505734092517628,-6.0927435835086925,-16.59333910811111,266279090.4080714,https://pendle.finance/,Pendle Finance is a protocol that enables the trading of tokenized future yield on an AMM system.
Base Bridge,-,Canonical Bridge,Ethereum,2861649761.21758,0.010940563699506356,-7.666310222683151,-12.929606821268166,,https://docs.base.org/base-chain/network-information/bridges-mainnet,Base Bridge enables the transfer of certain digital assets and other data back and forth between Ethereum and Base.
Maple,SYRUP,Lending,"Ethereum, Solana",2590631472.444241,-0.014261087130478245,1.6942853579129178,1.2084996200018452,,https://www.maple.finance,Maple Finance is an institutional capital marketplace powered by blockchain technology.
JustCryptos,JST,Bridge,Tron,2578577366.0,0.21035206498976322,-7.823912596478337,-14.264725018262993,,https://just.network/token,"Just Cryptos builds a bridge that connects premium crypto currencies from the TRON network and other public chains, and introduces token value to TRON to power the JUST ecosystem. All assets are stored, and can be swapped on Poloniex."
Crypto-com,-,CEX,"Bitcoin, Ethereum, Polygon, Binance, Avalanche, Arbitrum, Fantom, Optimism",2329065749.4869666,-0.019200363522500652,-10.096445681552751,-19.877002040262653,,https://crypto.com,The World Fastest Growing Crypto App.
Polygon Bridge & Staking,POL,Chain,Polygon,2144604168.4462938,-0.0018274433340081941,-1.8748004794181554,-5.038974589764834,1129408248.3398054,https://polygon.technology/,Ethereum sidechain
Paxos Gold,PAXG,RWA,Ethereum,2105057908.0924218,-0.0930280626225084,-1.8746511152333198,2.9994765989815164,2108190279.8005013,https://paxos.com/paxgold/,"PAXG offers investors a cost-effective way to own investment-grade physical gold with all the benefits of the blockchain. Each Pax Gold (PAXG) token is backed by one fine troy ounce of gold, stored in LBMA vaults in London. If you own PAXG, you own the underlying physical gold, held in custody by Paxos Trust Company"
Ondo Yield Assets,ONDO,RWA,"Ethereum, Solana, Plume Mainnet, Sei, Ripple, Aptos, Mantle, Sui, Noble, Stellar, Arbitrum, Polygon",2090087744.5442111,-0.0004453010448628447,0.6799578470634913,3.1542833381600133,,https://ondo.finance,This share class provides liquid exposure to an ETF of short-term U.S. Treasuries
Falcon Finance,FF,Basis Trading,Ethereum,2045453893.0580122,-0.28603822053656813,-0.12153046425599712,-0.5016104531692918,197694279.06322148,https://app.falcon.finance?r=ecf7be7f48d1ce67467fc040bcc1abd5,Falcon Finance is the first universal collateralization infrastructure protocol that creates sustainable yield opportunities.
BlackRock BUIDL,BUIDL,RWA,"Aptos, Binance, Ethereum, Solana, Avalanche, Arbitrum, Optimism, Polygon",1952965277.830449,2.842170943040401e-14,0.0,0.08600200158228688,1686334253.670449,https://securitize.io/,BlackRock USD Institutional Digital Liquidity Fund
Curve DEX,CRV,Dexs,"Ethereum, Base, Arbitrum, Fraxtal, Monad, Etherlink, Polygon, xDai, X Layer, Avalanche, Plasma, Optimism, XDC, TAC, Hyperliquid L1, Sonic, Kava, Binance, Unichain, Plume Mainnet, Taiko, Celo, Aurora, Corn, Fantom, Moonbeam, Ink, Stable, Mantle, Harmony",1933956255.990373,0.028161088553616764,-2.847803344208401,-5.91781937095277,,https://curve.finance,Curve is a decentralized exchange liquidity pool on Ethereum designed for extremely efficient stablecoin trading
Steakhouse Financial,-,Risk Curators,"Ethereum, Base, Arbitrum, Monad, Corn, Polygon, Unichain, Katana",1900032058.1985059,0.07337490169707905,-4.420842451910744,-3.7671364569057175,,https://www.steakhouse.financial/,"We build transparent, efficient, and accessible financial primitives to power the next generation of capital markets on public blockchains"
Kamino Lend,KMNO,Lending,Solana,1874521659.1545382,-0.369886607294319,-7.493479897799588,-11.193672339974015,,https://kamino.com/,Kamino Lend (K-Lend) is a novel peer-to-pool borrowing primitive designed as foundational infrastructure to power complex financial products with leverage and automation and as a decentralized matchmaker between borrowers and lenders
Spark Liquidity Layer,SPK,Onchain Capital Allocator,"Ethereum, Base, Optimism, Unichain, Arbitrum, Avalanche",1781923729.7316456,-0.011792816253233696,-2.452484137433558,6.529021035876454,,https://app.spark.fi/points/KNQ5HD,"The Spark Liquidity Layer (SLL) automates liquidity provision of USDS, sUSDS, and USDC directly from Sky across various blockchain networks, DeFi protocols, and RWA"
Uniswap V3,UNI,Dexs,"Ethereum, Arbitrum, Base, Binance, Polygon, BOB, xDai, Plasma, RSK, Optimism, Celo, Avalanche, Nibiru, Monad, World Chain, XDC, Etherlink, zkSync Era, Unichain, Boba, Filecoin, Goat, Lens, Telos, Redbelly, Sonic, Sei, Hemi, Mantle, Corn, LightLink, Scroll, Linea, Blast, Taiko, Lisk, Saga, Moonbeam, Polygon zkEVM, Manta, X Layer",1757745376.5655913,-0.6056951054983699,-9.291743296470358,-15.26012854678956,,https://app.uniswap.org/,A fully decentralized protocol for automated liquidity provision on Ethereum. V2
PancakeSwap AMM,CAKE,Dexs,"Binance, Op_Bnb, Ethereum, Aptos, zkSync Era, Base, Arbitrum, Linea, Polygon zkEVM, Monad",1734121821.514216,-0.45231612392211673,-5.022653008562315,-6.8955934334524756,,https://pancakeswap.finance/,The #1 AMM and yield farm on Binance Smart Chain
Circle USYC,-,RWA,"Binance, Ethereum, Near, Noble",1625347480.2040074,-1.4210854715202004e-14,0.0,-2.2946071407010606,,https://www.circle.com/usyc,"Circle USYC is a regulated DeFi platform with permissioned smart contracts, on-chain transparency, and customizable investment strategies for optimized risk-reward profiles.  USYC is a Hashnote product which provides exposure to short duration US Treasuries and Reverse Repo on US Treasuries"
HashKey Exchange,-,CEX,"Bitcoin, Ethereum, Tron, Solana, Doge, Avalanche, TON, Litecoin, Optimism, Aptos, Polygon, Arbitrum, Polkadot",1485716280.187016,0.07138081083790837,-6.767271841543888,-11.035252195256277,,https://www.hashkey.com,HashKey Exchange is a centralized cryptocurrency exchange established in 2018 and is registered in Hong Kong.
Jito Liquid Staking,JTO,Liquid Staking,Solana,1482207508.8573692,-0.2798493539620779,-11.849017652785577,-18.911084077240332,,https://jito.network,JitoSOL is the first liquid staking derivative on Solana to include MEV rewards. Tracks the price of SOL while accruing staking and MEV rewards. Yield is accrued in the price so it will steadily appreciate vs. SOL
Kelp,-,Liquid Restaking,"Ethereum, Arbitrum, Base, Zircuit, Scroll, Swellchain, zkSync Era, Blast, Mode, Optimism, Hemi, Linea, Sonic, Berachain, Manta, X Layer",1481241406.7070527,-0.13972686416404656,-9.78777263849095,-6.522649101015645,,https://kerneldao.com/kelp/restake/,"Kelp is the second largest liquid restaking protocol with ~$2B+ in TVL. Its liquid restaked token, rsETH, is live across 10+ major L2s and 40+ DeFi platforms, allowing users to restake while maintaining full liquidity."
Gauntlet,-,Risk Curators,"Ethereum, Base, Katana, Arbitrum, Optimism, Solana, Polygon, Unichain, Hyperliquid L1",1476438698.9716885,-0.031830103966598244,-4.604185610119885,-8.515381635833336,,https://www.gauntlet.xyz,"Our vaults provide risk-adjusted DeFi yields for institutional capital at scale. These strategies are optimized by our automated risk platform— designed by the most vigilant, quantitative minds in crypto."
Portal,W,Bridge,"Ethereum, Solana, Binance, Polygon, Near, Terra, Avalanche, Arbitrum, Sui, Fantom, Aptos, Moonbeam, Base, Algorand, Klaytn, Celo, Oasis, Aurora, Optimism, Injective, Terra2, XPLA, Karura, Acala",1458753639.9622014,-0.21449559634793047,-6.980792190249559,-16.44903094102959,127127094.60324447,https://portalbridge.com,A token bridge built on Wormhole.
Fluid Lending,-,Lending,"Ethereum, Plasma, Arbitrum, Base, Polygon",1453731690.880494,-0.05389937329118766,-6.281794594167891,-4.794214980155829,,https://fluid.io/lending/1,An ever-evolving DeFi protocol and financial system of the future by Instadapp
Compound V3,COMP,Lending,"Ethereum, Arbitrum, Base, Optimism, Polygon, Mantle, Unichain, Ronin, Scroll",1438244376.8413885,0.3108392242455693,-4.46039275522692,-11.466171323051839,,https://v3-app.compound.finance/,"Compound is an algorithmic, autonomous interest rate protocol built for developers, to unlock a universe of open financial applications."
Venus Core Pool,XVS,Lending,"Binance, Ethereum, zkSync Era, Arbitrum, Unichain, Base, Optimism, Op_Bnb",1435080410.1010911,-0.25969647461063516,-7.299371374773514,-11.361917463042232,,https://app.venus.io/#/core-pool,A Decentralized Marketplace for Lenders and Borrowers with Borderless Stablecoins.
Obol,OBOL,Staking Pool,Ethereum,1435050812.3426173,0.23823594409154225,-9.21169048315221,-17.46114341467809,3266706.8453222737,https://obol.org/,"The Obol Collective is the largest Decentralized Operator Ecosystem. Powered by Obol Distributed Validators, the end game of Ethereum staking."
Bitkub,KUB,CEX,"Bitcoin, Ethereum, Ripple, Binance, Solana, Cardano, Optimism, Arbitrum, Avalanche, Doge, Polygon, Tron, Base, Algorand, Scroll, Aptos, zkSync Era, Mantle, CORE, TON, Litecoin, Fantom",1423971057.7418537,0.32406604028551556,-6.534008204001822,-12.582015969618453,101270723.04028094,https://www.bitkub.com/,"No.1 licensed bitcoin exchange in Thailand that offers services to individuals who intend to buy, sell cryptocurrency"
Rocket Pool,RPL,Liquid Staking,Ethereum,1411853532.7261276,0.23779034322343762,-9.487877638461129,-17.26886889761454,39656081.781068,https://rocketpool.net,"Rocket Pool is the first truly decentralised Ethereum staking pool. Liquid Staking, Audited SC, and Minimised Penalty Risk. Unlike solo stakers, who are required to put 32 ETH up for deposit to create a new validator, Rocket Pool nodes only need to deposit 16 ETH per validator. This will be coupled with 16 ETH from the staking pool (which stakers deposited in exchange for rETH) to create a new ETH2 validator."
DoubleZero Staked SOL,2Z,Liquid Staking,Solana,1394924638.5002544,-0.02279950240668427,-11.211773368127169,-17.404186939924358,,https://doublezero.xyz/,DoubleZero Staked SOL is a staking pool on the Solana network that allows users to stake their SOL and earn rewards.
Veda,-,Onchain Capital Allocator,"Ethereum, Scroll, Plasma, Hyperliquid L1, Sonic, Base, Arbitrum, Berachain, Binance, BOB",1356177461.1923537,-0.20318628987227783,-7.535999413058661,-13.278236310094826,,https://veda.tech,"Veda is the leading DeFi vault platform, enabling crypto applications, asset issuers, and protocols to build consumer-grade cross chain yield products. Veda's technology is powering many of DeFi's largest vault products, including ether.fi Liquid, Lombard DeFi Vault, and Mantle cmETH"
Bitstamp,-,CEX,"Ethereum, Bitcoin, Ripple, Solana, Litecoin, Avalanche, Near, XDC, Cardano, Sui",1342272788.9745245,0.010333370996789881,-9.172334694051273,-15.08521896128589,,https://www.bitstamp.net,"Bitstamp makes trading easy, fast & reliable. With live customer support, staking and bank-grade security & insurance. Trusted Crypto Exchange Since 2011."
Centrifuge Protocol,CFG,RWA,"Ethereum, Avalanche, Plume Mainnet, Base, Binance, Arbitrum",1341012022.403512,,,,,https://centrifuge.io,"Centrifuge protocol enables asset managers to tokenize, manage, and distribute tokenized funds onchain, while providing investors access to a diversified portfolio of high-quality tokenized assets."
Bitmex,BMEX,CEX,"Bitcoin, Ethereum, Tron, Solana, Binance, Ripple",1321608206.0899947,0.05911853569043046,-5.028790014102739,-10.076002068816777,10949083.83230511,https://www.bitmex.com,BitMEX is a cryptocurrency exchange and derivative trading platform.
Sanctum Validator LSTs,CLOUD,Liquid Staking,Solana,1298261599.5964162,-0.3396225504819057,-12.390529630887087,-18.163943731048434,,https://www.sanctum.so,A Sanctum validator LST is a type of LST for which stake pools were deployed with the SanctumSPL Program.
Jupiter Perpetual Exchange,JUP,Derivatives,Solana,1212547497.4162197,0.25193921809909625,-7.04461248649568,0.5265648514873931,,https://jup.ag/?ref=f6y1ryr2snn3,Jupiter Perpetual Exchange is a LP-to-trader perpetual exchange based on oracle prices.
Raydium AMM,RAY,Dexs,Solana,1205528694.2849405,-0.11768273134920548,-9.934926016912868,-16.494454290960746,,https://raydium.io,An on-chain order book AMM powering the evolution of DeFi.
Binance Staked SOL,-,Liquid Staking,Solana,1137761251.1031828,-0.2479461184460945,-11.262329098833916,-17.26974640310995,,https://www.binance.com/en/solana-staking,Stake SOL and get BNSOL as the tokenized representation on your staked SOL
Jupiter Lend,JUP,Lending,Solana,1102850036.8724892,-0.15790659779595728,-1.5781277599885613,6.154723986016137,,https://jup.ag/?ref=f6y1ryr2snn3,Jupiter Lend is Jupiter's DeFi platform for lending and borrowing crypto
Jupiter Staked SOL,JUP,Liquid Staking,Solana,1048890826.8875325,-0.277865791376982,-12.082243365029441,-11.58834738343181,,https://jup.ag/?ref=f6y1ryr2snn3,Liquid staking on Solana
Project 0,-,Lending,Solana,1034396671.8448032,-0.06552894351803218,-12.817708692665136,950.3483157246003,,https://app.0.xyz/refer/fGgLC0EyHGUYI2keFnQzPGcWb1QSD1Y5Z1IABU42JH0sOHQkIFkNHmkGEUM,Project 0 is a DeFi-native prime brokerage that lets users borrow against their entire DeFi portfolio across multiple venues.
Uniswap V2,UNI,Dexs,"Ethereum, Base, Arbitrum, Polygon, Binance, Optimism, X Layer, Avalanche, Unichain, Monad, Zora, Celo",1004371029.7946457,3.1732935105974747,-9.270692823939385,-17.193306418796737,,https://app.uniswap.org/,A fully decentralized protocol for automated liquidity provision on Ethereum. V2
StakeWise V2,SWISE,Liquid Staking,"Ethereum, xDai",1003995483.1885916,-0.11874318495888758,-9.425167954061337,-15.622027780676916,,https://stakewise.io/,Stake your ETH and manage your capital flexibly with the principal and yield tokens from StakeWise.
SwissBorg,BORG,CEX,"Bitcoin, Ethereum, Solana, Ripple, Binance, Cardano, Avalanche, Hedera, Doge, Near, Tron, Polygon, Cosmos, Injective, TON, Optimism, Arbitrum, Sei, Stellar, Algorand, Celestia, Moonbeam, Sonic, Berachain, xDai, Osmosis, Chiliz, Polkadot",976397932.5574293,0.013342494360600199,-6.423919523171406,-12.729899438589172,203260938.8823905,https://swissborg.com,Making crypto wealth management accessible to everyone.
Lighter Bridge,-,Bridge,"Ethereum, Arbitrum",968274650.78343,0.012733873639831472,0.06068236200817978,-5.2762983968846555,,https://app.lighter.xyz/trade/ETH?referral=FHT1N8AYKHP4,"Lighter is a decentralized trading platform that is designed to deliver unmatched security and scale. Lighter provides verifiable matching and liquidations, while operating at the best-in-class traditional exchange level performances."
Spark Savings,SPK,Yield,"Ethereum, Arbitrum, Avalanche, Optimism, Base, Unichain",948303797.6542892,-0.009036888944365273,-4.625907707237147,-10.765244538319521,,https://data.spark.fi/savings/,"Allows users to deposit stablecoins into USDS Savings to tap into the Sky Savings Rate, which grants users a predictable APY in USDS."
Figure Markets Exchange,-,OTC Marketplace,Provenance,941140922.7021062,0.016229066350788912,0.848871707912167,2.1460261483785956,,https://www.figuremarkets.com/crypto-exchange/,A crypto exchange designed for traders who demand more. Benefit from the security and asset control of decentralized custody with the ease and liquidity of a centralized exchange
Spiko,-,RWA,"Arbitrum, Stellar, Polygon, Ethereum, Base, Starknet, Etherlink",909347059.4856443,-1.2152526096542715e-07,-0.0026437077369223516,2.3446721666970234,,https://www.spiko.io/,Spiko USTBL / EUTBL are Tokenized Money Market Funds regulated by the French Financial Markets Authority that invest in US T-Bills / Eurozone T-Bills
Lombard LBTC,BARD,Restaked BTC,"Bitcoin, Ethereum",893796037.8142676,0.8853123499103788,-6.068372281552257,-5.4149274129709255,,https://www.lombard.finance/app/stake/?referrer=ssybnl,"Lombard is transforming Bitcoin's utility from a store of value into a productive financial tool through a security-first liquid Bitcoin primitive—LBTC. LBTC is a liquid, yield-bearing, natively cross-chain, and 1:1 backed by bitcoin."
Lista Liquid Staking,LISTA,Liquid Staking,Binance,873943158.228385,-0.6289153777410519,-7.377327443217865,-13.975581430502189,,https://lista.org/,"Lista Liquid Staking is the yield bearing & liquid staking token for Lista DAO, which appreciates against BNB in line with BNB's staking APR."
Function FBTC,-,Bridge,Bitcoin,865772274.2087108,0.0066367193519312195,-6.319361725004583,-11.61338372874998,,https://www.fxn.xyz,"Function is building the standard infrastructure that transforms Bitcoin into a capital-efficient, hyperliquid, and composable asset through ƒBTC (FBTC). By enabling Bitcoin to flow freely across financial markets, Function is positioning BTC as the reserve asset for both traditional and decentralized finance. ƒBTC is powered by core contributors Antalpha Prime, Mantle, and Galaxy Digital."
